,id,original1,edit1,grades1,meanGrade1,original2,edit2,grades2,meanGrade2,label,new1,original11,new2,original22
943,104617-104616,Japan 's <Births/> Decline To Lowest Number On Record,hairlines,11111,1.0,Japan 's <Births/> Decline To Lowest Number On Record,eggrolls,32221,2.0,2,Japan 's hairlines Decline To Lowest Number On Record,Japan 's Births Decline To Lowest Number On Record,Japan 's eggrolls Decline To Lowest Number On Record,Japan 's Births Decline To Lowest Number On Record
944,108010-108009,Japan 's Shikoku Electric again ordered to halt Ikata nuclear reactor over <volcano/> risk,Trump,32111,1.6,Japan 's Shikoku Electric again ordered to halt Ikata nuclear reactor over <volcano/> risk,Godzilla,33332,2.8,2,Japan 's Shikoku Electric again ordered to halt Ikata nuclear reactor over Trump risk,Japan 's Shikoku Electric again ordered to halt Ikata nuclear reactor over volcano risk,Japan 's Shikoku Electric again ordered to halt Ikata nuclear reactor over Godzilla risk,Japan 's Shikoku Electric again ordered to halt Ikata nuclear reactor over volcano risk
945,107124-107123,Japanese billionaire <seeks/> girlfriend for trip around moon,buys,32222,2.2,Japanese billionaire seeks <girlfriend/> for trip around moon,wife,111000,0.5,1,Japanese billionaire buys girlfriend for trip around moon,Japanese billionaire seeks girlfriend for trip around moon,Japanese billionaire seeks wife for trip around moon,Japanese billionaire seeks girlfriend for trip around moon
946,102732-102733,"Japanese doctor who brought <water/> to Afghans is killed ; "" he showed us life """,karaoke,22110,1.2,"Japanese doctor who brought <water/> to Afghans is killed ; "" he showed us life """,moisturizer,32220,1.8,2,"Japanese doctor who brought karaoke to Afghans is killed ; "" he showed us life ""","Japanese doctor who brought water to Afghans is killed ; "" he showed us life ""","Japanese doctor who brought moisturizer to Afghans is killed ; "" he showed us life ""","Japanese doctor who brought water to Afghans is killed ; "" he showed us life """
947,108125-108124,Japanese <suicides/> decline to lowest in over 40 years,kaijus,22110,1.2,Japanese <suicides/> decline to lowest in over 40 years,anime,32221,2.0,2,Japanese kaijus decline to lowest in over 40 years,Japanese suicides decline to lowest in over 40 years,Japanese anime decline to lowest in over 40 years,Japanese suicides decline to lowest in over 40 years
948,107774-107773,Japan minister 's <paternity/> leave breaks new ground .,nap,21111,1.2,Japan minister 's paternity leave breaks new <ground/> .,record,32220,1.8,2,Japan minister 's nap leave breaks new ground .,Japan minister 's paternity leave breaks new ground .,Japan minister 's paternity leave breaks new record .,Japan minister 's paternity leave breaks new ground .
949,106103-106102,Japan reiterates no change in plan to deploy Self-Defense <Forces/> to Middle East,ninjas,22221,1.8,Japan reiterates no change in plan to deploy Self-Defense <Forces/> to Middle East,clowns,21100,0.8,1,Japan reiterates no change in plan to deploy Self-Defense ninjas to Middle East,Japan reiterates no change in plan to deploy Self-Defense Forces to Middle East,Japan reiterates no change in plan to deploy Self-Defense clowns to Middle East,Japan reiterates no change in plan to deploy Self-Defense Forces to Middle East
950,102518-102519,"Jason Blum , ' Big Short ' Writer Tackling WeWork <Drama/> ",fiishing,0,0.0,"Jason Blum , ' Big Short ' Writer <Tackling/> WeWork Drama",encouraging,20000,0.4,2,"Jason Blum , ' Big Short ' Writer Tackling WeWork fiishing ","Jason Blum , ' Big Short ' Writer Tackling WeWork Drama ","Jason Blum , ' Big Short ' Writer encouraging WeWork Drama","Jason Blum , ' Big Short ' Writer Tackling WeWork Drama"
951,105318-105316,Jason Garrett no longer Dallas <Cowboys/> headcoach,clapping,110000,0.3333333333333333,Jason Garrett no longer Dallas <Cowboys/> headcoach,Buckaroos,22110,1.2,2,Jason Garrett no longer Dallas clapping headcoach,Jason Garrett no longer Dallas Cowboys headcoach,Jason Garrett no longer Dallas Buckaroos headcoach,Jason Garrett no longer Dallas Cowboys headcoach
952,105318-105317,Jason Garrett no longer Dallas <Cowboys/> headcoach,clapping,110000,0.3333333333333333,Jason Garrett no longer Dallas <Cowboys/> headcoach,Clappers,211000,0.6666666666666666,2,Jason Garrett no longer Dallas clapping headcoach,Jason Garrett no longer Dallas Cowboys headcoach,Jason Garrett no longer Dallas Clappers headcoach,Jason Garrett no longer Dallas Cowboys headcoach
953,105316-105317,Jason Garrett no longer Dallas <Cowboys/> headcoach,Buckaroos,22110,1.2,Jason Garrett no longer Dallas <Cowboys/> headcoach,Clappers,211000,0.6666666666666666,1,Jason Garrett no longer Dallas Buckaroos headcoach,Jason Garrett no longer Dallas Cowboys headcoach,Jason Garrett no longer Dallas Clappers headcoach,Jason Garrett no longer Dallas Cowboys headcoach
954,103786-103787, <Jeremy Corbyn/> apologises over heavy Labour defeat,worker,21000,0.6,Jeremy Corbyn apologises over heavy Labour <defeat/> ,pain,11110,0.8,2, worker apologises over heavy Labour defeat, Jeremy Corbyn apologises over heavy Labour defeat,Jeremy Corbyn apologises over heavy Labour pain ,Jeremy Corbyn apologises over heavy Labour defeat 
955,106991-106992,Jillian Michaels asked why people are ‘ celebrating ’ Lizzo ’s body . <Critics/> slammed her as ‘ fatphobic . ’,No,0,0.0,Jillian Michaels asked why people are ‘ <celebrating/> ’ Lizzo ’s body . Critics slammed her as ‘ fatphobic . ’,licking,22210,1.4,2,Jillian Michaels asked why people are ‘ celebrating ’ Lizzo ’s body . No slammed her as ‘ fatphobic . ’,Jillian Michaels asked why people are ‘ celebrating ’ Lizzo ’s body . Critics slammed her as ‘ fatphobic . ’,Jillian Michaels asked why people are ‘ licking ’ Lizzo ’s body . Critics slammed her as ‘ fatphobic . ’,Jillian Michaels asked why people are ‘ celebrating ’ Lizzo ’s body . Critics slammed her as ‘ fatphobic . ’
956,106765-106764,Joaquin Phoenix and family on <River/> Phoenix 's legacy and influence - 60 Minutes,Lake,21000,0.6,Joaquin Phoenix and family on River <Phoenix/> 's legacy and influence - 60 Minutes,Water,11100,0.6,0,Joaquin Phoenix and family on Lake Phoenix 's legacy and influence - 60 Minutes,Joaquin Phoenix and family on River Phoenix 's legacy and influence - 60 Minutes,Joaquin Phoenix and family on River Water 's legacy and influence - 60 Minutes,Joaquin Phoenix and family on River Phoenix 's legacy and influence - 60 Minutes
957,106765-106766,Joaquin Phoenix and family on <River/> Phoenix 's legacy and influence - 60 Minutes,Lake,21000,0.6,Joaquin Phoenix and family on River Phoenix 's legacy and <influence/> - 60 Minutes,booty,22221,1.8,2,Joaquin Phoenix and family on Lake Phoenix 's legacy and influence - 60 Minutes,Joaquin Phoenix and family on River Phoenix 's legacy and influence - 60 Minutes,Joaquin Phoenix and family on River Phoenix 's legacy and booty - 60 Minutes,Joaquin Phoenix and family on River Phoenix 's legacy and influence - 60 Minutes
958,106764-106766,Joaquin Phoenix and family on River <Phoenix/> 's legacy and influence - 60 Minutes,Water,11100,0.6,Joaquin Phoenix and family on River Phoenix 's legacy and <influence/> - 60 Minutes,booty,22221,1.8,2,Joaquin Phoenix and family on River Water 's legacy and influence - 60 Minutes,Joaquin Phoenix and family on River Phoenix 's legacy and influence - 60 Minutes,Joaquin Phoenix and family on River Phoenix 's legacy and booty - 60 Minutes,Joaquin Phoenix and family on River Phoenix 's legacy and influence - 60 Minutes
959,106327-106328,Joaquin Phoenix and Martin Sheen arrested in <climate/> change protest,moovies,0,0.0,Joaquin Phoenix and Martin Sheen arrested in climate change <protest/> ,denial,10000,0.2,2,Joaquin Phoenix and Martin Sheen arrested in moovies change protest,Joaquin Phoenix and Martin Sheen arrested in climate change protest,Joaquin Phoenix and Martin Sheen arrested in climate change denial ,Joaquin Phoenix and Martin Sheen arrested in climate change protest 
960,106408-106409,Joaquin Phoenix arrested during Jane Fonda 's weekly <climate/> change protest,undewear,32222,2.2,Joaquin Phoenix arrested during Jane Fonda 's weekly climate change <protest/> ,kegger,22110,1.2,1,Joaquin Phoenix arrested during Jane Fonda 's weekly undewear change protest,Joaquin Phoenix arrested during Jane Fonda 's weekly climate change protest,Joaquin Phoenix arrested during Jane Fonda 's weekly climate change kegger ,Joaquin Phoenix arrested during Jane Fonda 's weekly climate change protest 
961,106408-106407,Joaquin Phoenix arrested during Jane Fonda 's weekly <climate/> change protest,undewear,32222,2.2,Joaquin Phoenix arrested during Jane Fonda 's weekly <climate/> change protest,gender,32200,1.4,1,Joaquin Phoenix arrested during Jane Fonda 's weekly undewear change protest,Joaquin Phoenix arrested during Jane Fonda 's weekly climate change protest,Joaquin Phoenix arrested during Jane Fonda 's weekly gender change protest,Joaquin Phoenix arrested during Jane Fonda 's weekly climate change protest
962,106409-106407,Joaquin Phoenix arrested during Jane Fonda 's weekly climate change <protest/> ,kegger,22110,1.2,Joaquin Phoenix arrested during Jane Fonda 's weekly <climate/> change protest,gender,32200,1.4,2,Joaquin Phoenix arrested during Jane Fonda 's weekly climate change kegger ,Joaquin Phoenix arrested during Jane Fonda 's weekly climate change protest ,Joaquin Phoenix arrested during Jane Fonda 's weekly gender change protest,Joaquin Phoenix arrested during Jane Fonda 's weekly climate change protest
963,105656-105657,"Joaquin Phoenix <Drops/> Multiple F-Bombs in Golden Globes Speech , Blasts Hollywood Hypocrisy",Drips,100000,0.16666666666666666,"Joaquin Phoenix Drops Multiple F-Bombs in Golden Globes Speech , Blasts <Hollywood/> Hypocrisy",own,22100,1.0,2,"Joaquin Phoenix Drips Multiple F-Bombs in Golden Globes Speech , Blasts Hollywood Hypocrisy","Joaquin Phoenix Drops Multiple F-Bombs in Golden Globes Speech , Blasts Hollywood Hypocrisy","Joaquin Phoenix Drops Multiple F-Bombs in Golden Globes Speech , Blasts own Hypocrisy","Joaquin Phoenix Drops Multiple F-Bombs in Golden Globes Speech , Blasts Hollywood Hypocrisy"
964,106457-106458,Jobs are hot . <Paychecks/> ? Not so much,Monocles,22210,1.4,Jobs are hot . <Paychecks/> ? Not so much,Popsicles,32210,1.6,2,Jobs are hot . Monocles ? Not so much,Jobs are hot . Paychecks ? Not so much,Jobs are hot . Popsicles ? Not so much,Jobs are hot . Paychecks ? Not so much
965,105584-105585,Joe Walsh : <Trump/> is Absolutely Incompetent and Unfit,Everyone,22110,1.2,Joe Walsh : <Trump/> is Absolutely Incompetent and Unfit,Henley,33200,1.6,2,Joe Walsh : Everyone is Absolutely Incompetent and Unfit,Joe Walsh : Trump is Absolutely Incompetent and Unfit,Joe Walsh : Henley is Absolutely Incompetent and Unfit,Joe Walsh : Trump is Absolutely Incompetent and Unfit
966,106464-106465,"John Bolton impeachment testimony will be blocked , Donald Trump <says/> ",cackles,21110,1.0,"John Bolton impeachment testimony will be blocked , Donald Trump <says/> ",prays,22110,1.2,2,"John Bolton impeachment testimony will be blocked , Donald Trump cackles ","John Bolton impeachment testimony will be blocked , Donald Trump says ","John Bolton impeachment testimony will be blocked , Donald Trump prays ","John Bolton impeachment testimony will be blocked , Donald Trump says "
967,105722-105721,John Bolton just made Mitch McConnell an <offer/> he badly wants to refuse,omelette,33222,2.4,John Bolton just made Mitch McConnell an <offer/> he badly wants to refuse,elephant,11100,0.6,1,John Bolton just made Mitch McConnell an omelette he badly wants to refuse,John Bolton just made Mitch McConnell an offer he badly wants to refuse,John Bolton just made Mitch McConnell an elephant he badly wants to refuse,John Bolton just made Mitch McConnell an offer he badly wants to refuse
968,107616-107617,"John Brennan , former CIA Director : Trump most ignorant , incompetent <individual/> to hold presidency .",toddler,22111,1.4,"John Brennan , former CIA Director : Trump most ignorant , incompetent <individual/> to hold presidency .",toupee,22211,1.6,2,"John Brennan , former CIA Director : Trump most ignorant , incompetent toddler to hold presidency .","John Brennan , former CIA Director : Trump most ignorant , incompetent individual to hold presidency .","John Brennan , former CIA Director : Trump most ignorant , incompetent toupee to hold presidency .","John Brennan , former CIA Director : Trump most ignorant , incompetent individual to hold presidency ."
